name,time,accuracy,hamming,method,tol,rtol,p,l1,method_str
1block-boyd_tol_1e-08_rtol_1e-07_p_100_l1_0.1,0.2857661714997448,1.2199593127798993e-05,1944,1block-boyd,1e-08,1e-07,100,0.1,block-boyd
1block-boyd_tol_1e-06_rtol_1e-06_p_500_l1_0.05,0.4264926729997569,0.009960462290046655,14646,1block-boyd,1e-06,1e-06,500,0.05,block-boyd
1block-boyd_tol_1e-07_rtol_1e-06_p_500_l1_0.05,1.060962625999764,0.000595023860183595,15082,1block-boyd,1e-07,1e-06,500,0.05,block-boyd
1block-boyd_tol_1e-07_rtol_1e-05_p_500_l1_0.05,1.1036329425000986,0.000721955853847643,14646,1block-boyd,1e-07,1e-05,500,0.05,block-boyd
1block-boyd_tol_1e-08_rtol_1e-07_p_500_l1_0.05,1.6677784774997235,5.9519951133568014e-05,15156,1block-boyd,1e-08,1e-07,500,0.05,block-boyd
1block-boyd_tol_1e-08_rtol_1e-05_p_500_l1_0.05,1.6710064835001504,7.42902740516455e-05,15096,1block-boyd,1e-08,1e-05,500,0.05,block-boyd
sklearn_tol_0.5_enet_0.1_p_100_l1_0.1,0.046100057500552793,0.012504943554623617,1906,sklearn,0.5,0.1,100,0.1,sklearn
sklearn_tol_0.5_enet_0.1_p_100_l1_0.05,0.051085730499835336,0.017171445275004676,1460,sklearn,0.5,0.1,100,0.05,sklearn
sklearn_tol_0.5_enet_0.1_p_100_l1_0.5,0.06193447150053544,0.003537489655783722,3880,sklearn,0.5,0.1,100,0.5,sklearn
sklearn_tol_0.5_enet_0.1_p_500_l1_0.05,0.3116626974997416,0.002141142732988409,1510,sklearn,0.5,0.1,500,0.05,sklearn
sklearn_tol_0.5_enet_0.1_p_500_l1_0.1,0.32434674500018446,0.000805222445033083,1908,sklearn,0.5,0.1,500,0.1,sklearn
sklearn_tol_0.5_enet_0.1_p_500_l1_0.5,0.33278953899935004,0.00018959091423063535,3880,sklearn,0.5,0.1,500,0.5,sklearn
sklearn_tol_0.5_enet_0.1_p_1000_l1_0.05,2.081979335000142,0.000774716884243963,1514,sklearn,0.5,0.1,1000,0.05,sklearn
sklearn_tol_0.5_enet_0.1_p_1000_l1_0.5,2.100875379500394,4.912739197605036e-05,3880,sklearn,0.5,0.1,1000,0.5,sklearn
sklearn_tol_0.5_enet_0.1_p_1000_l1_0.1,2.8282029664997026,0.001509197053015181,1908,sklearn,0.5,0.1,1000,0.1,sklearn
sklearn_tol_0.5_enet_0.1_p_2000_l1_0.05,12.961711907499193,0.0008804446174462228,1516,sklearn,0.5,0.1,2000,0.05,sklearn
sklearn_tol_0.5_enet_0.1_p_2000_l1_0.5,13.423250239499794,8.142071430495812e-05,3880,sklearn,0.5,0.1,2000,0.5,sklearn
sklearn_tol_0.5_enet_0.1_p_2000_l1_0.1,22.722214010500466,0.0005784691974804469,1908,sklearn,0.5,0.1,2000,0.1,sklearn
1single-boyd_tol_1e-06_rtol_1e-07_p_100_l1_0.05,0.038172032999682415,0.0012242837679569982,4488,1single-boyd,1e-06,1e-07,100,0.05,single-boyd
1single-boyd_tol_1e-06_rtol_1e-07_p_100_l1_0.1,0.05369537250044232,0.0008154324930187247,1940,1single-boyd,1e-06,1e-07,100,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_100_l1_0.05,0.05490092099989852,0.00016076733483414725,4488,1single-boyd,1e-07,1e-05,100,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-06_p_100_l1_0.05,0.0590764720000152,0.00013166883901423915,4488,1single-boyd,1e-07,1e-06,100,0.05,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_100_l1_0.05,0.11967718999949284,2.613512975931291e-05,4488,1single-boyd,1e-08,1e-05,100,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_100_l1_0.1,0.1341645295001399,0.0001329096911966073,1944,1single-boyd,1e-07,1e-05,100,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_100_l1_0.05,0.13507724450028036,8.750347102476804e-06,4488,1single-boyd,1e-08,1e-06,100,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-07_p_100_l1_0.1,0.15171645200007333,0.00011146859162120855,1944,1single-boyd,1e-07,1e-07,100,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_100_l1_0.05,0.17508602799989603,7.218061784359672e-06,4488,1single-boyd,1e-08,1e-07,100,0.05,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_100_l1_0.5,0.18945580150011665,0.0002434172156881768,140,1single-boyd,1e-06,1e-05,100,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_100_l1_0.1,0.2398635005001779,3.659944694320172e-05,1944,1single-boyd,1e-08,1e-05,100,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_100_l1_0.1,0.2740694025001176,1.4406836018514811e-05,1944,1single-boyd,1e-08,1e-06,100,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_100_l1_0.1,0.3117627235001237,1.2199593127798993e-05,1944,1single-boyd,1e-08,1e-07,100,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-06_p_100_l1_0.5,0.34816222799963725,2.548877602268092e-05,140,1single-boyd,1e-07,1e-06,100,0.5,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_500_l1_0.05,0.3518445750005412,0.009960462290046655,4490,1single-boyd,1e-06,1e-05,500,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_100_l1_0.5,0.3537496455001019,3.0005905966744954e-05,140,1single-boyd,1e-07,1e-05,100,0.5,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_500_l1_0.1,0.4176028665001468,0.0030352375905469227,1928,1single-boyd,1e-06,1e-05,500,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-07_p_100_l1_0.5,0.43634960100007447,2.481434428159976e-05,140,1single-boyd,1e-07,1e-07,100,0.5,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_500_l1_0.5,0.4467665840002155,0.0003381634716081648,138,1single-boyd,1e-06,1e-05,500,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_100_l1_0.5,0.46125908949989025,6.7635418702066025e-06,140,1single-boyd,1e-08,1e-05,100,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_100_l1_0.5,0.6097052360000816,2.7835287881379054e-06,140,1single-boyd,1e-08,1e-06,100,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_100_l1_0.5,0.6447187844996733,2.382398469357471e-06,140,1single-boyd,1e-08,1e-07,100,0.5,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_500_l1_0.05,0.7278939514999365,0.000721955853847643,4488,1single-boyd,1e-07,1e-05,500,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-06_p_500_l1_0.05,0.9639406799997232,0.000595023860183595,4488,1single-boyd,1e-07,1e-06,500,0.05,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_500_l1_0.1,1.0168328655004188,0.00018606361201969465,1934,1single-boyd,1e-07,1e-05,500,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_500_l1_0.5,1.044120765000116,8.170119207790664e-06,140,1single-boyd,1e-07,1e-05,500,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_500_l1_0.05,1.3498046214995156,7.42902740516455e-05,4488,1single-boyd,1e-08,1e-05,500,0.05,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_500_l1_0.05,1.6246404610001264,5.9519951133568014e-05,4488,1single-boyd,1e-08,1e-07,500,0.05,single-boyd
1single-boyd_tol_1e-06_rtol_1e-07_p_1000_l1_0.1,2.221682575000159,0.027202509889841714,580,1single-boyd,1e-06,1e-07,1000,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_500_l1_0.1,2.2760271339998326,2.7245527088524988e-05,1944,1single-boyd,1e-08,1e-06,500,0.1,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_1000_l1_0.5,2.302846913999929,0.02555070253065782,892,1single-boyd,1e-06,1e-05,1000,0.5,single-boyd
1single-boyd_tol_1e-06_rtol_1e-07_p_1000_l1_0.05,2.4661738850008987,0.028096518777833944,14646,1single-boyd,1e-06,1e-07,1000,0.05,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_500_l1_0.1,2.74902239200037,2.618337815100795e-05,1944,1single-boyd,1e-08,1e-07,500,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_500_l1_0.5,2.8455069475003256,2.9627553577607986e-07,140,1single-boyd,1e-08,1e-06,500,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_500_l1_0.1,3.2519694185002663,3.081751806048721e-05,1936,1single-boyd,1e-08,1e-05,500,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_500_l1_0.5,3.5167761880002217,3.8896530615183096e-07,140,1single-boyd,1e-08,1e-05,500,0.5,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_1000_l1_0.1,3.5787185030003457,0.003000927221530679,580,1single-boyd,1e-07,1e-05,1000,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-06_p_1000_l1_0.5,3.6388559910001277,0.002734743142727818,892,1single-boyd,1e-07,1e-06,1000,0.5,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_1000_l1_0.05,4.2772999255003015,0.0032614410601975808,14646,1single-boyd,1e-07,1e-05,1000,0.05,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_500_l1_0.5,4.449763032000192,2.832212206838915e-07,140,1single-boyd,1e-08,1e-07,500,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_1000_l1_0.5,5.194125752000218,0.0003099446271402201,892,1single-boyd,1e-08,1e-06,1000,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_1000_l1_0.1,5.607554721499582,0.00027443955446877034,688,1single-boyd,1e-08,1e-07,1000,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-07_p_1000_l1_0.05,6.20548543500081,0.0003328943256745142,15156,1single-boyd,1e-08,1e-07,1000,0.05,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_2000_l1_0.5,7.183186475500406,0.06997614450858308,892,1single-boyd,1e-06,1e-05,2000,0.5,single-boyd
1single-boyd_tol_1e-06_rtol_1e-07_p_2000_l1_0.05,8.540704569000809,0.071637729677612,854,1single-boyd,1e-06,1e-07,2000,0.05,single-boyd
1single-boyd_tol_1e-06_rtol_1e-05_p_2000_l1_0.1,9.003520879500684,0.05640532058996443,688,1single-boyd,1e-06,1e-05,2000,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-05_p_2000_l1_0.1,19.049143943499985,0.0077015458214707115,1148,1single-boyd,1e-07,1e-05,2000,0.1,single-boyd
1single-boyd_tol_1e-07_rtol_1e-07_p_2000_l1_0.5,20.492040834001273,0.006316886671823785,1920,1single-boyd,1e-07,1e-07,2000,0.5,single-boyd
1single-boyd_tol_1e-07_rtol_1e-06_p_2000_l1_0.05,21.000886833499862,0.007829965261633551,854,1single-boyd,1e-07,1e-06,2000,0.05,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_2000_l1_0.5,30.717128990499987,0.0006353656510802984,1920,1single-boyd,1e-08,1e-06,2000,0.5,single-boyd
1single-boyd_tol_1e-08_rtol_1e-06_p_2000_l1_0.1,31.10501080799986,0.0006478486944826913,1156,1single-boyd,1e-08,1e-06,2000,0.1,single-boyd
1single-boyd_tol_1e-08_rtol_1e-05_p_2000_l1_0.05,37.364637262499855,0.0009644091006679967,956,1single-boyd,1e-08,1e-05,2000,0.05,single-boyd
